name,phone,website,city,state,description,services_confirmed,roadside_confirmed,open_24_7_confirmed,response_time,service_area,truck_classes,brands_certs,fleet_cards,emergency_phone,still_real_truck_shop,data_confidence
Velocity Truck Centers,+1 928-757-7936,https://www.velocitytruckcenters.com/location/kingman,Kingman,AZ,"Velocity Truck Centers Kingman AZ Parts, Service & Collision for Freightliner, Western Star, Rizon Truck, Thomas Built Buses, Battle Motors and Autoca...","roadside,engine,trailer,rv",yes,no,,,,,,(928) 757-7936,yes,high
Weldons Truck & Trailer,+1 334-759-7020,https://weldonstrucktrailer.com/,Kingman,AZ,24/7 Truck & Trailer Repair Kingman AZ | Weldon's Truck & Trailer Weldon's Truck & Trailer - 24/7 Emergency Repair Professional mobile truck and trail...,"roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(334) 759-7020,yes,high
"Toys For Trucks - Kingman, AZ - Car, Truck, Jeep and Off-Road Accessories",+1 928-753-4101,https://www.toysfortrucks.com/,Kingman,AZ,Toys For Trucks - Truck & Jeep Aftermarket Parts & Accessories × Contact to Schedule an Appointment Name: Email Address: Phone Number: Location: Toys ...,"roadside,tire,rv,electrical",yes,no,,,,,,,yes,high
Crabtree RV Parts & Service,+1 479-632-0829,http://www.crabtreerv.com/,Alma,AR,"New and Used RVs for Sale in Arkansas | Crabtree RV Skip to main content RV Sales, Parts & Service:479-632-0829 Facebook Twitter Youtube Instagram Lin...","engine,tire,trailer,rv",yes,no,,,,,,(479) 632-0829,yes,high
TrailersPlus,+1 928-263-6480,https://www.trailersplus.com/Arizona/Kingman/inventory/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26y_source%3D1_OTY0OTc1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,Kingman,AZ,"Find Your Perfect Trailer for Sale | TrailersPlus4.810,000+ Customer ReviewsUSA's Largest Independent Trailer DealerUSA's Largest Independent Trailer ...","trailer,rv",no,no,,,,,,(208) 273-9317,yes,medium
Velocity Truck Centers,+1 928-757-7936,https://www.velocitytruckcenters.com/location/kingman,Kingman,AZ,"Velocity Truck Centers Kingman AZ Parts, Service & Collision for Freightliner, Western Star, Rizon Truck, Thomas Built Buses, Battle Motors and Autoca...","roadside,engine,trailer,rv",yes,no,,,,,,(928) 757-7936,yes,high
Weldons Truck & Trailer,+1 334-759-7020,https://weldonstrucktrailer.com/,Kingman,AZ,24/7 Truck & Trailer Repair Kingman AZ | Weldon's Truck & Trailer Weldon's Truck & Trailer - 24/7 Emergency Repair Professional mobile truck and trail...,"roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(334) 759-7020,yes,high
Fun Town RV Little Rock,+1 855-219-7859,https://www.funtownrv.com/locations/little-rock,Bryant,AR,"Bryant, AR RV Dealer | 5th Wheels, Travel Trailers Toy Hauler RVs For Sale Skip to main content OR (833) 386-8696 Get Help Toggle navigation Menu Cont...","tire,trailer,rv",no,no,,,,,,(833) 386-8696,yes,medium
Danny's Diesel Repair,+1 501-605-1174,http://dannysdieselrepair.com/,Cabot,AR,Diesel Shop in Central Arkansas HomeAbout UsServicesContact UsContact us TodaySpecializing in Diagnostics and Repair of Light and Medium Duty Diesel T...,"engine,cooling,rv,electrical",no,no,,,,,,(501) 605-1174,yes,medium
Altec Service Center,+1 501-504-2355,https://www.altec.com/locations/conway-ar-service-center,Conway,AR,,,no,no,,,,,,,yes,low
Crabtree RV Parts & Service,+1 479-632-0829,http://www.crabtreerv.com/,Alma,AR,"New and Used RVs for Sale in Arkansas | Crabtree RV Skip to main content RV Sales, Parts & Service:479-632-0829 Facebook Twitter Youtube Instagram Lin...","engine,tire,trailer,rv",yes,no,,,,,,(479) 632-0829,yes,high
Central Diesel Services,+1 501-339-3117,https://centraldieselservices.wordpress.com/,Conway,AR,"Central Diesel Services Skip to content Central Diesel Services Central Diesel Services Roadside Service 24/7 Conway, Arkansas (501)339-3117 Services ...","roadside,engine,tire,rv,brakes",yes,yes,,,,,,(501) 339-3117,yes,high
Fun Town RV Little Rock,+1 855-219-7859,https://www.funtownrv.com/locations/little-rock,Bryant,AR,"Bryant, AR RV Dealer | 5th Wheels, Travel Trailers Toy Hauler RVs For Sale Skip to main content OR (833) 386-8696 Get Help Toggle navigation Menu Cont...","tire,trailer,rv",no,no,,,,,,(833) 386-8696,yes,medium
Charley's Automotive,+1 501-329-7272,https://www.charleysauto.com/,Conway,AR,,,no,no,,,,,,,yes,low
Danny's Diesel Repair,+1 501-605-1174,http://dannysdieselrepair.com/,Cabot,AR,Diesel Shop in Central Arkansas HomeAbout UsServicesContact UsContact us TodaySpecializing in Diagnostics and Repair of Light and Medium Duty Diesel T...,"engine,cooling,rv,electrical",no,no,,,,,,(501) 605-1174,yes,medium
Altec Service Center,+1 501-504-2355,https://www.altec.com/locations/conway-ar-service-center,Conway,AR,,,no,no,,,,,,,yes,low
Central Diesel Services,+1 501-339-3117,https://centraldieselservices.wordpress.com/,Conway,AR,"Central Diesel Services Skip to content Central Diesel Services Central Diesel Services Roadside Service 24/7 Conway, Arkansas (501)339-3117 Services ...","roadside,engine,tire,rv,brakes",yes,yes,,,,,,(501) 339-3117,yes,high
Charley's Automotive,+1 501-329-7272,https://www.charleysauto.com/,Conway,AR,,,no,no,,,,,,,yes,low
FleetPride Service Center,+1 501-358-6929,https://branches.fleetpride.com/ar/conway/truckparts-cnw-sc.html,Conway,AR,Heavy Duty Truck and Trailer Repair and Maintenance at 255 Tilk Rd | Conway FleetPride Stronger Together - FleetPride and TruckPro Announce Strategic ...,"engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,,yes,medium
Luyet Automotive,+1 501-764-1500,https://luyetautomotive.com/,Conway,AR,"Trusted mechanic in Conway, AR | Luyet Automotive Skip to main content Call Us501-764-1500 381 Hwy 65 N Conway, AR Mon-Fri: 7:30AM-5:00PM Our Reviews:...","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(501) 764-1500,yes,medium
The Trailer Shop,+1 501-288-9446,https://www.thetrailershopllc.com/,Conway,AR,"The Trailer Shop, LLC | Vilonia AR Trailer Repair Services top of page THE TRAILER SHOPLog InHomeAboutFAQContact UsGet a QuoteTrailer CareMoreUse tab ...","trailer,rv",no,no,,,,,,(501) 288-9446,yes,medium
TrailersPlus,+1 501-214-4326,https://www.trailersplus.com/Arkansas/Conway/inventory/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26y_source%3D1_OTY0OTczMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,Conway,AR,"Find Your Perfect Trailer for Sale | TrailersPlus4.810,000+ Customer ReviewsUSA's Largest Independent Trailer DealerUSA's Largest Independent Trailer ...","trailer,rv",no,no,,,,,,(208) 273-9317,yes,medium
I-55 Truck and Trailer Repair,+1 870-635-4003,https://i55truckandtrailer.com/,Crawfordsville,AR,Truck Repair in Memphis & West Memphis | i55 Truck & Trailer Skip to content Memphis & West Memphis Facebook CALL NOW: (870) 635-4003 Facebook X-twitt...,"roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(870) 635-4003,yes,high
DPF Alternatives Little Rock,+1 479-280-7482,https://dpfalternatives.com/locations/little-rock-arkansas,Dardanelle,AR,"DPF Alternatives Little Rock, AR Services DPF Cleaning & RestorationDPF CleaningDPF RestorationDPF Cleaning CostUltrasonic DPF Cleaning & RestorationE...","engine,rv",no,no,,,,,,,yes,medium
Arkansas Fuel Injection Of Fort Smith Inc,+1 479-646-7709,https://www.arkansasfuelinjection.com/,Fort Smith,AR,,,no,no,,,,,,,yes,low
Arkansas Trailer,+1 479-648-0009,http://arkansastrailer.com/,Fort Smith,AR,Arkansas Trailer | Commercial heavy-duty trailer and truck equipment supplier Little Rock: 800-666-5417 Forth Smith: 800-747-0009 Jonesboro: 888-331-6...,"tire,trailer,rv,brakes,electrical",no,no,,,,,,(800) 666-5417,yes,medium
David Whitt Truck Repair,+1 479-648-1551,http://david-repair-fort-smith.jany.io/,Fort Smith,AR,,,no,no,,,,,,,yes,low
Diesel Service Co Inc,+1 479-783-0337,https://lomyu.me/diesel-service-co-inc-154388-us,Fort Smith,AR,Diesel Service Co Inc - Locations from All Over the World Bizsite What are you looking for? Home Contact Home Diesel Service Co Inc Diesel Service Co ...,"engine,tire,rv",no,no,,,,,,(479) 783-0337,yes,medium
Jon's Service Center,+1 479-646-3555,https://www.jsc-ar.com/,Fort Smith,AR,"Home | JSC Website top of pageHomeBookingOil ChangesTow TruckDiagnostics/RepairContact UsAbout UsJon's Service CenterFor 30+ years, Jon's Service Cent...","roadside,engine,tire,rv",yes,no,,,,,,(479) 646-3555,yes,high
Mobile Auto Repair Pros,+1 479-755-8342,http://mobileautorepairpros.com/ar/mechanic-fort-smith,Fort Smith,AR,"Mobile Mechanic Fort Smith AR | Top Rated - Mobile Auto Repair Pros Skip to content Mobile Mechanics | Mobile Auto Repair Pros Mobile Mechanics, Onsit...","engine,cooling,rv,brakes,electrical",yes,no,,,,,,,yes,high
Arkansas Diesel Engines,+1 501-812-4300,http://www.ardieselengines.com/,Little Rock,AR,"Diesel Engine Core buyers, Arkansas Diesel Engines Home Diesel Core Buy List Core Criteria Supplier Registration Contact Us 501.812.","engine,tire,electrical",no,no,,,,,,(501) 812-4300,yes,medium
Arkansas Fuel Injection,+1 501-565-3712,http://arkansasfuelinjectioninc.com/,Little Rock,AR,Arkansas Fuel Injection Inc - Home Register Login Button Facebook Yelp Home Services Contact Us About Us Providing Quality Parts for 30 Plus Years For...,"engine,rv,electrical",no,no,,,,,,(501) 565-3712,yes,medium
FleetPride Service Center,+1 501-313-5606,https://branches.fleetpride.com/ar/littlerock/truckparts-ltr-sc.html,Little Rock,AR,Heavy Duty Truck and Trailer Repair and Maintenance at 4614 Thibault Rd | Little Rock FleetPride Stronger Together - FleetPride and TruckPro Announce ...,"engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,,yes,medium
Hillcrest Camshaft,+1 501-565-6700,http://www.hillcrestcamshaft.com/,Little Rock,AR,"Hillcrest Camshaft Service – EST. 1955 | Little Rock, Arkansas | 501-565-6700 Toggle Navigation Home About Products New Camshafts New Crankshafts Cams...","engine,rv",no,no,,,,,,(501) 565-6700,yes,medium
Hillcrest Camshaft,+1 501-565-6700,http://www.hillcrestcamshaft.com/,Little Rock,AR,"Hillcrest Camshaft Service – EST. 1955 | Little Rock, Arkansas | 501-565-6700 Toggle Navigation Home About Products New Camshafts New Crankshafts Cams...","engine,rv",no,no,,,,,,(501) 565-6700,yes,medium
Little Rock On-Site Truck Repair,+1 501-737-4975,https://mobiletruckrepairlittlerock.com/,Little Rock,AR,"Little Rock On-Site Truck Repair - Truck Repair - Little Rock, AR Home Services About Locations Benton Bryant Conway North Little Rock Contact Areas W...","roadside,engine,tire,trailer,rv,brakes",yes,no,,,,,,(501) 737-4975,yes,high
MHC Kenworth - Little Rock,+1 501-490-1500,https://mhc.com/locations/mhc-kenworth-little-rock,Little Rock,AR,"Semi-truck Dealership, Repair & Parts in Little Rock, AR | MHC Get in touch (501) 490-1500 Search Search Search Sign In Careers Careers Overview Caree...","engine,trailer,rv",yes,yes,,,,,,(501) 490-1500,yes,high
Little Rock On-Site Truck Repair,+1 501-737-4975,https://mobiletruckrepairlittlerock.com/,Little Rock,AR,"Little Rock On-Site Truck Repair - Truck Repair - Little Rock, AR Home Services About Locations Benton Bryant Conway North Little Rock Contact Areas W...","roadside,engine,tire,trailer,rv,brakes",yes,no,,,,,,(501) 737-4975,yes,high
Rebel Rebuilders Inc,+1 501-821-4611,http://www.rebelrebuilders.com/,Little Rock,AR,Rebel Rebuilders HOME | CUSTOM ENGINES | MEET THE STAFF | TOUR THE SHOP | CONTACT USCustom Engines & Cylinder HeadsStock To Performance - Domestic to ...,"engine,rv",yes,no,,,,,,(501) 821-4611,yes,high
MHC Kenworth - Little Rock,+1 501-490-1500,https://mhc.com/locations/mhc-kenworth-little-rock,Little Rock,AR,"Semi-truck Dealership, Repair & Parts in Little Rock, AR | MHC Get in touch (501) 490-1500 Search Search Search Sign In Careers Careers Overview Caree...","engine,trailer,rv",yes,yes,,,,,,(501) 490-1500,yes,high
Taylor's Truck & Trailer,+1 501-375-0251,http://www.taylorstruckandtrailer.com/home.html,Little Rock,AR,"Home Why Choose Us Looking for a mechanic you can trust? Look no further!​We’re committed to Truck or Trailer repair and to serving you with honesty, ...","cooling,tire,trailer,rv,brakes",yes,no,,,,,,(501) 375-0251,yes,high
Whitey's Truck Center,+1 501-568-7812,https://whiteystruckcenter.com/,Little Rock,AR,"Home - Whitey's Truck Center | Little Rock, AR 7200 S University Ave | Little Rock(501) 568-7812Book Now Search ..","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(501) 568-7812,yes,medium
Precision Tune Auto Care,+1 501-232-7205,http://www.precisiontune.com/LittleRockAFBAR,Little Rock AFB,AR,"Auto Care in Little Rock AFB, AR | Precision Tune Auto Care Skip to content Your Trusted Auto Care in Little Rock AFB, AR Request Appointment Main Nav...","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(501) 232-7205,yes,medium
"Hogan Truck Leasing & Rental: Russellville, AR",+1 479-967-3410,http://www.hogan1.com/,London,AR,Hogan | Transportation Provider Skip to content Road Rescue: 24 / 7 Emergency Road Service 800-666-3338 Interested in driving for Hogan? See where the...,"cooling,tire,trailer,rv",no,no,,,,,,(800) 666-3338,yes,medium
Rebel Rebuilders Inc,+1 501-821-4611,http://www.rebelrebuilders.com/,Little Rock,AR,Rebel Rebuilders HOME | CUSTOM ENGINES | MEET THE STAFF | TOUR THE SHOP | CONTACT USCustom Engines & Cylinder HeadsStock To Performance - Domestic to ...,"engine,rv",yes,no,,,,,,(501) 821-4611,yes,high
Legget Truck Repair,+1 501-309-7132,https://arkansas.leggettruckrepair.com/,Mabelvale,AR,Skip to content Home About Services Contact 501-284-6566501-284-6566 Main Menu Home About Services Contact Truck & Trailer Repair Across Arkansas | 24...,"roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(501) 284-6566,yes,high
Taylor's Truck & Trailer,+1 501-375-0251,http://www.taylorstruckandtrailer.com/home.html,Little Rock,AR,"Home Why Choose Us Looking for a mechanic you can trust? Look no further!​We’re committed to Truck or Trailer repair and to serving you with honesty, ...","cooling,tire,trailer,rv,brakes",yes,no,,,,,,(501) 375-0251,yes,high
Whitey's Truck Center,+1 501-568-7812,https://whiteystruckcenter.com/,Little Rock,AR,"Home - Whitey's Truck Center | Little Rock, AR 7200 S University Ave | Little Rock(501) 568-7812Book Now Search ..","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(501) 568-7812,yes,medium
Precision Tune Auto Care,+1 501-232-7205,http://www.precisiontune.com/LittleRockAFBAR,Little Rock AFB,AR,"Auto Care in Little Rock AFB, AR | Precision Tune Auto Care Skip to content Your Trusted Auto Care in Little Rock AFB, AR Request Appointment Main Nav...","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(501) 232-7205,yes,medium
Onsite Truck and Trailer Repair,+1 501-251-7243,https://onsitetruckrepairlr.com/,Mabelvale,AR,"Mobile Diesel Mechanic in Mabelvale, AR | Onsite Truck Repair  Location 10802 Sardis Rd, Mabelvale, AR 72103  Office Hours Mon – Fri  7am – 5pmSat &...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(501) 251-7243,yes,high
"Hogan Truck Leasing & Rental: Russellville, AR",+1 479-967-3410,http://www.hogan1.com/,London,AR,Hogan | Transportation Provider Skip to content Road Rescue: 24 / 7 Emergency Road Service 800-666-3338 Interested in driving for Hogan? See where the...,"cooling,tire,trailer,rv",no,no,,,,,,(800) 666-3338,yes,medium
Legget Truck Repair,+1 501-309-7132,https://arkansas.leggettruckrepair.com/,Mabelvale,AR,Skip to content Home About Services Contact 501-284-6566501-284-6566 Main Menu Home About Services Contact Truck & Trailer Repair Across Arkansas | 24...,"roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(501) 284-6566,yes,high
B&M Truck & Trailer Service,+1 870-739-1766,http://www.bamtruckandtrailer.com/,Marion,AR,B&M Truck and Trailer Service | Truck and Trailer Repair and Wash Rack Skip to Content Open Menu Close Menu B&M Truck and Trailer Service Services Sho...,"engine,trailer,rv,brakes",no,no,,,,,,(870) 739-1766,yes,medium
Memphis Truck and Trailer Repair Service,+1 870-514-2213,https://memphistruckandtrailerrepair.com/,Marion,AR,Home - Memphis Truck and Trailer Repair Service Skip to content Memphis Truck and Trailer Repair Service (870) 514-2213 Home About Inspection and Main...,"roadside,engine,trailer,rv",yes,yes,,,,,,(870) 514-2213,yes,high
Onsite Truck and Trailer Repair,+1 501-251-7243,https://onsitetruckrepairlr.com/,Mabelvale,AR,"Mobile Diesel Mechanic in Mabelvale, AR | Onsite Truck Repair  Location 10802 Sardis Rd, Mabelvale, AR 72103  Office Hours Mon – Fri  7am – 5pmSat &...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(501) 251-7243,yes,high
Rapid Response Truck and Trailer,+1 901-467-9962,https://www.rapidresponsetrucktrailer.com/,Marion,AR,Rapid Response Truck and Trailer LLC | truck repair | 5986 U.S.,"roadside,engine,tire,trailer,rv,electrical",yes,no,,,,,,(901) 467-9962,yes,high
Triple N Truck & Trailer,+1 870-739-6844,http://triplenrepair.com/,Marion,AR,,,no,no,,,,,,,yes,low
B&M Truck & Trailer Service,+1 870-739-1766,http://www.bamtruckandtrailer.com/,Marion,AR,B&M Truck and Trailer Service | Truck and Trailer Repair and Wash Rack Skip to Content Open Menu Close Menu B&M Truck and Trailer Service Services Sho...,"engine,trailer,rv,brakes",no,no,,,,,,(870) 739-1766,yes,medium
Strokers Diesel Performance & Repair,+1 870-224-4626,https://www.strokersdiesel.com/,Monticello,AR,"Expert Diesel & Auto Repair | Monticello AR | Strokers Skip to content 101 Doris Lawrence Rd, Monticello, AR 71655 870-224-4626 Monday to Friday: 8:00...","roadside,engine,tire,rv,brakes,electrical",yes,no,,,,,,(870) 224-4626,yes,high
Memphis Truck and Trailer Repair Service,+1 870-514-2213,https://memphistruckandtrailerrepair.com/,Marion,AR,Home - Memphis Truck and Trailer Repair Service Skip to content Memphis Truck and Trailer Repair Service (870) 514-2213 Home About Inspection and Main...,"roadside,engine,trailer,rv",yes,yes,,,,,,(870) 514-2213,yes,high
Rapid Response Truck and Trailer,+1 901-467-9962,https://www.rapidresponsetrucktrailer.com/,Marion,AR,Rapid Response Truck and Trailer LLC | truck repair | 5986 U.S.,"roadside,engine,tire,trailer,rv,electrical",yes,no,,,,,,(901) 467-9962,yes,high
Triple N Truck & Trailer,+1 870-739-6844,http://triplenrepair.com/,Marion,AR,,,no,no,,,,,,,yes,low
Strokers Diesel Performance & Repair,+1 870-224-4626,https://www.strokersdiesel.com/,Monticello,AR,"Expert Diesel & Auto Repair | Monticello AR | Strokers Skip to content 101 Doris Lawrence Rd, Monticello, AR 71655 870-224-4626 Monday to Friday: 8:00...","roadside,engine,tire,rv,brakes,electrical",yes,no,,,,,,(870) 224-4626,yes,high
A&D Truck Repair,+1 501-353-0228,http://www.adtruckrepairllc.com/,North Little Rock,AR,"A&D Truck Repair-NLR, ARSearch this siteEmbedded FilesSkip to main contentSkip to navigationA&D Truck Repair-NLR, ARHomeAbout UsDOT InspectionsDiagnos...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,(501) 353-0228,yes,medium
Central Arkansas Truck & Trailer,+1 501-568-2185,https://cenarktruck.com/,North Little Rock,AR,"Heavy Duty Truck Repair in Little Rock, AR | Central Arkansas Truck 501-568-2185[email protected]Mon - Fri: 7:00AM - 5:00PMCentral Arkansas Truck & Tr...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(501) 568-2185,yes,high
